Species Code	Accession Number	PCO1	PCO2	PCO3	PCO4	PCO5
DMS	3850DMS_20	-0.24533218	0.32593491	-0.10894506	-0.17411389	0.11503064
DMS	3850DMS_3	-0.24495068	0.32562346	-0.10780806	-0.17700814	0.11191079
DMS	3850DMS_4	-0.24911115	0.32648292	-0.10617768	-0.17597846	0.11637894
DMS	3850DMS_5	-0.24951001	0.32898966	-0.10608286	-0.17824328	0.11661509
DMS	3850DMS_6	-0.24911115	0.32648292	-0.10617768	-0.17597846	0.11637894
DMS	3850DMS_9	-0.24727567	0.32581869	-0.10790411	-0.17331804	0.11982874
PNT	3863PNT	-0.14544882	-0.06387262	0.45039343	0.16845863	-0.09216618
CHC	3872CHC	-0.19066958	-0.16999193	0.07271132	-0.11210186	-0.00820177
CHC	3877CHC	-0.17062061	-0.16083167	0.07455273	-0.12773092	-0.03206991
ADG	387ADG	0.37730457	-0.0098928	-0.04087914	0.02933266	0.00497458
CHC	3883CHC	-0.13556931	-0.15467817	0.08844134	-0.17266883	-0.01834638
CHC	3886CHC	-0.15523015	-0.15218724	0.05136463	-0.10018119	0.00768748
ADG	388ADG	0.35782422	-0.01686608	-0.04535957	-0.00277368	0.02280959
CHC	3903CHC	-0.12634987	-0.13869136	0.01138985	-0.0771369	-0.05316417
CHC	3918CHC	-0.09378094	-0.1197658	0.05735114	-0.12422909	-0.01447194
TAR	3920TAR	-0.18603505	-0.23781566	0.05648154	-0.09845477	-0.06642043
ACL	3923ACL	-0.19412832	0.33479414	0.09706694	-0.22586914	-0.14531798
DMS	3925DMS	-0.25566841	0.32376439	-0.07349367	-0.09986469	0.08770631
VER	3939VER	-0.27497512	-0.03716886	-0.13741642	0.13715019	0.03115375
VER	3950VER	-0.27881375	-0.01326576	-0.19855702	0.14850332	0.09830455
ADG	395ADG	0.30289276	-0.03635023	-0.07000602	0.00059891	0.01190581
PLT	3984PLT	-0.26795767	0.01052099	-0.074026	0.25190952	-0.11958175
PLT	3987PLT	-0.31849944	0.13439032	-0.13042475	0.34324659	-0.17441846
PLT	3989PLT	-0.19721219	0.10774339	-0.1064823	0.30119973	-0.18929353
PLT	3994PLT	-0.32757942	0.06350522	-0.12206946	0.30871106	-0.14580422
PTA	3997PTA	-0.26306869	0.12123272	-0.13021181	0.36332693	-0.21762358
PTA	3997PTA	-0.26135962	0.09024644	-0.13679918	0.29042818	-0.16520469
STO	4013STO	-0.18764512	0.09034131	-0.12795214	0.27980004	-0.10302097
STO	4017STO	-0.28731668	0.09372824	-0.11418728	0.28932232	-0.05496208
STO	4018STO	-0.17862654	0.05291749	-0.13573133	0.24133717	-0.11153843
FEN	4020FEN	-0.29448112	0.1183929	-0.16155443	0.36743299	-0.21589912
BER	4036BER	-0.14946225	-0.17879516	0.0118904	-0.10523901	-0.04475276
CAN	4037CAN	0.17632361	-0.06554432	0.06183327	0.05239177	0.0919117
KTZ	4039KTZ	-0.0949066	-0.10506848	0.06384255	-0.12323127	0.01941317
SPG	4041SPG	-0.09146814	-0.10674934	0.15571087	-0.09045519	-0.01224661
MCD	4046MCD	-0.16895836	-0.20530817	0.07720397	-0.11278497	-0.04708476
GIG	4048MCDGIG	-0.0906714	-0.10064714	0.02960226	-0.08707201	-0.01944146
MCD	4054MCD	-0.12003483	-0.21438557	0.12736781	-0.11787718	0.01631656
SPG	4070SPG	-0.21935087	-0.19033679	-0.05047945	-0.15501591	-0.04452457
SCR	4071SCR	-0.23466003	-0.20322119	-0.08773495	-0.14180064	-0.0375927
SCR	4072SCR	-0.21939625	-0.18934506	-0.149679	-0.10065517	-0.08515001
VRN	4075VRN	-0.14215366	-0.1753233	0.04290307	-0.08561481	-0.04117217
VRN	4078VRN	-0.2158898	-0.21060427	0.11920967	-0.11384953	-0.03454135
PHU	4085PHU	0.33998643	-0.02976141	-0.03663638	0.01216064	0.03219748
PHU	4088PHU	0.34050131	-0.03675357	0.04937093	0.02892871	0.06233663
PHU	4103PHU	0.34286371	-0.06908735	0.03036585	0.02420664	0.04131534
PHU	4105PHU	0.3878084	0.00406604	0.00650684	0.01817768	0.02065397
PHU	4110PHU	0.31854305	0.00602077	0.04628771	0.03333684	-0.04244118
PHU	4121PHU	0.25693758	0.05320326	-0.05214381	0.06793534	-0.02171917
PHU	4122PHU	0.24954686	0.04831801	-0.05203292	0.04714092	0.00755154
GRL	414145GRL*	-0.19212784	-0.23066966	-0.00282822	-0.09628449	-0.08213264
TAR	414152TAR*	-0.12911541	-0.140782	0.01293571	-0.10761028	-0.0878757
BUK	414155BUK*	0.19343427	0.02228101	0.07948896	0.00793352	0.05916256
PHU	4147PHU	0.29768157	0.00325318	-0.01164625	0.0417765	0.02095791
PHU	4149PHU_1	0.31910085	0.01472453	-0.0168825	0.0590244	-0.04687105
PHU	4149PHU_2	0.34243711	0.02246833	0.02514401	0.04236667	-0.03015665
PHU	4153PHU	0.32392635	0.05322999	-0.05750741	0.08640161	-0.01880388
PHU	4160PHU	0.33405854	-0.01203029	-0.02281021	0.04022077	-0.01839309
PHU	4164PHU	0.29740139	0.025697	0.00866571	0.04590637	-0.00066521
PHU	4165PHU_1	0.34513638	-0.00853999	-0.00939854	0.05261175	-0.0097691
PHU	4165PHU_2	0.37048801	0.01034312	0.01798847	-0.04687867	0.04155331
PHU	4167PHU	0.3202113	0.05290566	-0.05482699	0.05232866	-0.02555925
PHU	4168PHU	0.27986318	-0.01113832	0.03488935	0.0369317	0.03203814
PHU	4172PHU	0.34050471	0.00813386	-0.00274265	0.00317957	0.04761167
PHU	4174PHU	0.33796301	0.00960893	-0.04124966	0.05474485	-0.0111812
PHU	4178PHU	0.3238351	0.02372225	0.02268244	0.05929151	-0.00296506
PHU	4182PHU_1	0.21309365	0.01907039	-0.01897913	0.07863985	0.02218838
PHU	4185PHU	0.30167596	-0.05293596	0.03209194	0.06682804	0.05409034
PHU	4193PHU	0.29387953	0.01197415	-0.0494252	0.02699208	-0.01396446
PHU	4195PHU	-0.22883902	0.07587662	-0.1371957	0.3125362	-0.20097673
PHU	4196PHU	0.29293677	-0.01042912	0.04073919	0.02710907	0.08997979
PHU	4197PHU	0.33045193	-0.00631147	-0.01031755	0.03867374	-0.02387348
ADG	419ADG	0.31465088	-0.03564527	-0.01566004	0.03892625	-0.01055378
PHU	4205PHU	0.28806761	-0.05692528	0.06609945	0.01286362	0.05513611
PHU	4245PHU	0.30092446	0.04785123	-0.08421337	0.02748666	-0.06091284
PHU	4266PHU	0.31992504	-0.02563689	-0.00022461	0.04940697	0.0347662
DMS	42DMS_1	-0.25933653	0.33843268	-0.05621544	-0.09636755	0.11009023
DMS	42DMS_2	-0.20884686	0.266472	-0.08516483	-0.14345824	0.03090046
DMS	42DMS_6	-0.16089983	-0.2046485	0.05648971	-0.13552564	-0.01436037
DMS	42DMS_7	-0.24016952	0.28875653	-0.03030454	-0.12735511	0.09628853
PHU	4300PHU	0.2809939	-0.00303077	0.00041503	0.02761515	-0.03311375
PHU	4304PHU	0.32964678	-0.0360359	-0.00715182	0.03486515	0.01037015
PHU	4322PHU*	0.34270971	-0.013593	-0.02366694	0.02394361	0.02892102
PHU	4339PHU	0.32235546	0.02077915	0.02019076	-0.00489391	0.05687275
OPL	435079OPL*	-0.27290021	-0.19057361	-0.0695376	-0.09924896	-0.09016182
PHU	4375PHU	0.36840832	-0.03375828	-0.02094454	0.01966397	0.01980535
PHU	4414PHU	0.34827776	-0.02932513	-0.01374102	0.01678331	0.02995058
PHU	4415PHU*	0.28642803	0.00840599	0.0236732	0.03051566	-0.01332254
PHU	4422PHU	0.20675352	0.0359066	-0.0479004	0.03675397	-0.00174592
GRL	442673GRL*	-0.20830141	-0.16357796	-0.08281263	-0.07753387	-0.07644508
OPL	442682OPL*	-0.19511586	-0.20680819	-0.05606339	-0.1002672	-0.03860264
SPG	442686SPG*	-0.1192965	-0.18928331	0.07879586	-0.09186944	-0.03829001
OPL	442693OPL*	-0.23515394	-0.22460474	-0.1634527	-0.13387927	-0.06792851
OPL	442693OPL_10	-0.23837701	-0.20292229	-0.18065757	-0.09824311	0.00952936
OPL	442693OPL_11	-0.2270722	-0.1801053	-0.17309617	-0.08068578	-0.01703002
OPL	442693OPL_12	-0.24210502	-0.17747957	-0.17206849	-0.10564109	-0.04716079
OPL	442693OPL_13	-0.23342102	-0.18921151	-0.17853062	-0.13578236	-0.0120984
OPL	442693OPL_14	-0.24028077	-0.19786525	-0.17563849	-0.13263056	-0.00159144
OPL	442693OPL_15	-0.25284081	-0.21163824	-0.16179992	-0.08220984	-0.02687782
OPL	442693OPL_16	-0.23930798	-0.22444935	-0.17531886	-0.08555866	0.0161633
OPL	442693OPL_17	-0.18486452	-0.21954892	-0.16721764	-0.10149666	-0.00540434
OPL	442693OPL_18	-0.22802493	-0.20646679	-0.15892168	-0.11150014	-0.04567886
OPL	442693OPL_19	-0.26350863	-0.24356238	-0.14330526	-0.10804678	0.00462743
OPL	442693OPL_2	-0.22491682	-0.22058722	-0.17826711	-0.11547693	-0.01333872
OPL	442693OPL_20	-0.22961944	-0.23114632	-0.17392383	-0.10976082	-0.00997776
OPL	442693OPL_21	-0.21359768	-0.19519747	-0.16839573	-0.11620957	0.00299666
OPL	442693OPL_22	-0.22516138	-0.1984994	-0.161227	-0.11304707	0.01089353
OPL	442693OPL_23	-0.23738878	-0.2360044	-0.15940969	-0.11865311	0.02022462
OPL	442693OPL_24	-0.24076583	-0.21541625	-0.17205802	-0.08699848	0.00000915
OPL	442693OPL_3	-0.2593964	-0.20166321	-0.16540306	-0.05352755	-0.00631133
OPL	442693OPL_4	-0.24448694	-0.21536633	-0.16045004	-0.06496997	-0.01028233
OPL	442693OPL_5	-0.24791753	-0.21668078	-0.18478701	-0.14469074	-0.00159118
OPL	442693OPL_6	-0.26529054	-0.20746043	-0.15952306	-0.10092873	-0.02647845
OPL	442693OPL_7	-0.20891433	-0.19305243	-0.17301255	-0.10597124	0.00350489
OPL	442693OPL_8	-0.22002509	-0.26190096	-0.16300038	-0.09491317	-0.02616659
OPL	442693OPL_9	-0.23960179	-0.22215977	-0.17681737	-0.05813807	-0.00080454
LES	442694LES	-0.13281325	-0.04166687	0.33513558	0.14013494	0.01754852
CAN	442696CAN*	0.03407595	-0.03235777	0.07898792	-0.00349756	0.03563797
PAM	442697PAM*	0.13080298	-0.06189066	0.10432889	-0.02070595	0.02671371
ABN	442700ABN*	0.2881104	-0.0281915	0.02534125	0.01179585	0.00737446
BLG	442701BLG	-0.11478037	-0.02006303	0.22137794	0.08088958	0.05942552
PHU	4432PHU	0.29750223	-0.0015404	0.03993434	0.0364336	-0.01469925
PHU	4436PHU*	0.30458667	-0.00707503	-0.00090367	0.03803398	0.00795743
PHU	4438PHU	0.36219111	-0.01364121	-0.01530686	0.04680865	0.02981419
PHU	4440PHU*	0.32775224	0.07188155	-0.02320359	0.0248607	-0.05510698
PHU	4442PHU	0.29046798	-0.00724051	0.00746176	0.03767222	0.05857343
PHU	4451PHU*	0.24870331	0.00220596	-0.00294783	0.05503506	-0.05096493
PHU	4457PHU	0.30456435	-0.00462651	0.02078323	0.02039791	0.04514647
PHU	4462PHU	0.32401192	0.03842383	-0.0494825	0.0302777	-0.02738474
PHU	4463PHU*	0.32433669	0.01699731	0.00334717	0.03957754	-0.00525986
PHU	4474PHU*	0.35257789	-0.0150438	0.0014958	0.04297037	0.00523899
PHU	4479PHU	0.36850293	0.01888599	-0.0624083	0.02216673	-0.03526933
PHU	4480PHU	0.32909306	-0.04019328	0.00563494	0.04407623	-0.00580032
PHU	4485PHU	0.29871996	0.01278139	-0.04131589	0.07024174	-0.01725458
PHU	4488PHU	0.33731442	-0.02004112	0.01969189	0.03251477	0.05719093
DMS	44aDMS	-0.28626809	0.3405682	-0.05848044	-0.08344295	0.09726757
DMS	44bDMS	-0.28637349	0.27317341	-0.05646694	-0.11082048	0.05316548
PHU	4501PHU	0.30185795	0.05394285	-0.04038092	-0.00458379	-0.05213689
PHU	4526PHU*	0.29498839	-0.00926179	-0.03167805	0.04866733	-0.03566416
PHU	4531PHU*	0.31601336	-0.04442697	0.00581687	0.04522738	0.01403449
PHU	4535PHU*	0.31598864	0.01364634	-0.04955875	0.03756759	-0.04635492
PHU	4542PHU	0.2200472	0.03135634	-0.07374004	0.07493847	-0.01029387
PHU	4547PHU	0.33474034	-0.00297518	0.01385741	0.0229285	0.01302033
PHU	4552PHU	0.30369034	-0.04477982	-0.02543234	0.00590589	0.06526874
PHU	4563PHU	0.3162541	-0.03062099	0.01170994	0.05779921	0.04790026
PHU	4575PHU*	0.28513151	-0.04270754	0.02633104	0.0518996	-0.00475392
SPG	458335SPG*	-0.16430225	-0.16032815	0.0317445	-0.15518022	-0.05238124
SPG	458337SPG*	-0.16307522	-0.1380454	0.03912413	-0.11237363	-0.04199437
OPL	458360OPL*	-0.2464441	-0.21371813	-0.09827303	-0.11908779	-0.08459494
OPL	458361OPL*	-0.22180168	-0.19698378	-0.10002139	-0.09237594	-0.06753766
VRN	458370VRN*	-0.15641262	-0.19860189	0.02109292	-0.13027883	-0.03054685
VRN	458371VRN*	-0.19199758	-0.18469868	0.00497337	-0.13585649	-0.00712642
VRN	458373VRN*	-0.18265408	-0.18280522	0.04042017	-0.13118216	-0.06881294
VRN	458374VRN*	-0.20104756	-0.16367951	0.0208266	-0.10615581	-0.01739451
CAN	458376CAN*	0.23585171	-0.0268727	0.08929153	0.02931628	0.0948536
LPH	458378LPH*	-0.24937349	-0.21747922	-0.11407405	-0.17076783	-0.00880282
MRN	458380MRN*	0.25577655	-0.03481993	0.07986903	-0.01797377	0.07868434
PAM	458381PAM*	0.12098432	-0.08366224	0.11023448	0.01957113	0.04004041
OPL	458392OPL*	-0.30263417	-0.24111876	-0.1348591	-0.10852335	-0.01914058
STN	458393STN	0.33305118	-0.02450097	0.03428151	0.00193047	0.03593464
MED	458402MED*	-0.07812343	-0.04611717	0.12176382	-0.04473775	-0.00487881
ABN	458403ABN*	0.21760293	-0.03203869	0.06519616	0.01623141	0.01569951
ABN	458404ABN*	0.2171061	-0.05531279	0.09840288	0.02574479	0.00287982
STO	458412STO*	-0.2734595	0.02453993	-0.09780271	0.29420338	-0.09491397
STO	458413STO*	-0.29919307	0.00239939	-0.09278142	0.28792039	-0.08323202
STO	458420STO*	-0.29435434	0.04586945	-0.12496707	0.28917957	-0.11768089
STO	458422STO*	-0.26096239	0.03148207	-0.121471	0.248003	-0.1480983
PHU	4589PHU	0.30014723	0.02257489	-0.08413591	0.02407576	-0.05954653
PHU	4598PHU	0.326843	-0.03167742	-0.01498942	0.03260357	-0.00990236
PHU	4602PHU*	0.32746883	0.02817374	-0.01722035	0.06282252	-0.02370061
ADG	4603ADG	0.32733144	-0.02244187	0.02004986	0.03660026	0.00755855
PHU	4605PHU*	0.32391982	0.05265172	-0.03282441	0.04495761	-0.04675167
PHU	4618PHU_1	0.32629668	0.02549003	-0.03908549	0.0445252	-0.02353017
PHU	4618PHU_2*	0.35673643	0.04524231	-0.0294225	0.01642999	0.00138033
PHU	4623PHU	0.33071075	0.04260436	-0.01159276	0.05302676	0.00903121
PHU	4633PHU	0.33702215	0.00290255	0.00310214	0.03690478	-0.01988591
GON	4654STNGON*	0.34332794	0.00335317	0.00343014	0.030544	0.05006745
GON	4657STNGON	0.27838825	-0.02520267	0.07942515	0.04494163	0.06389145
GON	4679STNGON	0.35508793	-0.03953622	0.010381	0.01039084	0.06491608
GON	4687STNGON*	0.30215662	0.06584827	-0.02559601	0.06126062	-0.04522803
STN	4691STN	0.19294666	-0.01595418	0.01881172	0.01805443	0.040297
STN	4693STN	0.30721402	-0.01562365	0.02165217	0.03513362	0.04793705
STN	4694STN	0.28430003	-0.01409086	-0.0381296	-0.02863442	-0.0313768
STN	4695STN	0.31097747	0.03617985	0.04717538	0.03982797	0.05587689
STN	4698STN	0.26338514	0.03944147	0.01890107	0.02782309	0.05978307
STN	4699STN	0.32843585	0.00600952	-0.00696737	0.04614949	0.00970408
STN	4703STN	0.25593861	0.02521853	0.01947792	-0.01935134	0.0617329
STN	4704STN	0.27541009	0.04615235	-0.04814605	0.04601699	-0.02049189
STN	4709STN	0.27221338	0.01368589	0.0219605	0.00487379	0.02706398
ADG	470ADG	0.34647797	-0.00980648	-0.03580478	0.00264639	0.0248178
STN	4710STN	0.25918445	0.04237637	0.00050261	0.02339623	0.01787907
STN	4711STN	0.0236237	-0.03615168	0.05336066	-0.07728815	-0.00694552
STN	4715STN	0.32203251	0.02291911	0.01223097	0.03412559	-0.028289
STN	4717STN	0.26976882	-0.00082486	0.04587338	-0.00858362	0.0376548
STN	4720STN	0.25707161	0.02946001	0.03596523	0.0233594	0.05435861
CHC	472816CHC*	-0.13737452	-0.19902465	0.04741691	-0.12418788	-0.06233877
CHC	472830CHC*	-0.18722426	-0.20385394	0.05189045	-0.09459513	-0.02417612
VID	472911VID*	-0.27190596	-0.2173772	-0.03477376	-0.14512722	-0.04896524
GRL	472918GRL*	-0.2752491	-0.22093558	-0.09716237	-0.13646975	-0.10843728
KTZ	472924KTZ*	-0.12820973	-0.09266516	0.09529929	-0.07303884	-0.00102368
KTZ	472936KTZ*	-0.15180603	-0.09491843	0.08709439	-0.07703592	0.00536939
KTZ	472948KTZ*	-0.08031568	-0.10664883	0.12318858	-0.06386784	-0.01320348
KTZ	472952KTZ*	-0.14684513	-0.06387583	0.12527619	-0.11325123	0.00466045
SPG	472966SPG*	-0.17526732	-0.15146776	0.02219594	-0.11906327	-0.08030577
SPG	472984SPG*	-0.14833653	-0.1786459	0.04980265	-0.09194128	0.00995515
SPG	472988SPG*	-0.1964629	-0.17329117	-0.03214327	-0.12572354	-0.05024014
SPG	472990SPG*	-0.1687769	-0.17011327	0.07537759	-0.11412185	-0.03463461
VID	472991VID*	-0.23809557	-0.19231947	-0.10055418	-0.11703636	-0.00680226
VID	472995VID*	-0.23753433	-0.23797439	-0.07865954	-0.10854633	-0.02019286
VID	472998VID*	-0.20408009	-0.22829235	-0.10283432	-0.12594613	-0.00298247
VID	473000VID*	-0.23130072	-0.21918487	-0.06847872	-0.09279998	-0.04371279
GRL	473007GRL*	-0.20372694	-0.1825967	-0.06780662	-0.11029252	-0.09716516
GRL	473014GRL*	-0.24993633	-0.19732604	-0.10034953	-0.15925872	-0.05560076
GRL	473015GRL*	-0.25272859	-0.17311178	-0.1060448	-0.1259699	-0.09033938
GRL	473016GRL*	-0.25203522	-0.21301913	-0.0603135	-0.13805633	-0.12874102
GRL	473017GRL*	-0.26535459	-0.18923947	-0.07719592	-0.14987561	-0.04908472
GRL	473019GRL*	-0.22301734	-0.18085472	-0.01726637	-0.11138586	-0.03704946
GRL	473026GRL*	-0.2427712	-0.20427919	-0.07009255	-0.12266955	-0.07699487
GRL	473049GRL*	-0.22732393	-0.13723846	-0.09603161	-0.14399584	-0.06687796
INM	473060INM*	-0.24424412	-0.28338792	-0.00598012	-0.13300611	-0.08767028
GRL	473065GRL*	-0.22412658	-0.251895	-0.07526446	-0.12811491	-0.09312656
INM	473066INM*	-0.24945297	-0.23478377	-0.04076818	-0.12987755	-0.11438912
INM	473067INM*	-0.20736901	-0.22945869	-0.09936324	-0.10419564	-0.08703158
INM	473068INM*	-0.2559797	-0.21603649	-0.08354648	-0.14170103	-0.10942705
INM	473069INM*	-0.21907074	-0.25481223	-0.03864372	-0.18647933	-0.1121959
INM	473070INM*	-0.22864077	-0.23954696	-0.06430477	-0.12136737	-0.07829479
GRL	473075GRL*	-0.22814226	-0.22853816	-0.10610275	-0.14530346	-0.04641937
GRL	473077GRL*	-0.22287838	-0.20114775	-0.06816646	-0.11448414	-0.0329855
INM	473089INM*	-0.20698776	-0.21873829	-0.04752674	-0.12645999	-0.06267147
GRL	473095GRL*	-0.22784304	-0.23816202	-0.07022721	-0.1250167	-0.09433396
GRL	473098GRL*	-0.23263949	-0.11512676	-0.08193382	-0.121373	-0.04927055
VID	473106VID*	-0.2429201	-0.19156428	-0.05653892	-0.13451904	-0.03577182
OPL	473182OPL*	-0.22391142	-0.21229814	-0.107931	-0.13481762	-0.09320554
OPL	473184OPL*	-0.23861006	-0.14832359	-0.12838191	-0.12501732	-0.05813842
OPL	473185OPL*	-0.24347931	-0.20898936	-0.10848011	-0.09441614	-0.03290867
OPL	473187OPL*	-0.26074577	-0.18621569	-0.12009318	-0.12076845	-0.04484462
OPL	473190OPL*	-0.25569821	-0.16791955	-0.11297542	-0.10928849	-0.06641261
OPL	473198OPL*	-0.24657297	-0.19395558	-0.10982688	-0.10472833	-0.0780227
TAR	473217TAR*	-0.11220236	-0.18474613	0.0075904	-0.10413888	-0.07034345
TAR	473218TAR*	-0.13657304	-0.14222443	-0.00313401	-0.08091793	-0.06448424
TAR	473225TAR	-0.17186994	-0.13992784	-0.01229672	-0.10797438	-0.04305031
TAR	473231TAR	-0.15131406	-0.14521562	-0.00437686	-0.10444681	-0.05638267
TAR	473243TAR	-0.15746497	-0.14146718	-0.02190254	-0.07644488	-0.05239544
TAR	473244TAR	-0.17380778	-0.14498169	0.0157332	-0.08180504	-0.07197072
ADG	473251ADG*	0.06905205	-0.02592092	-0.12193611	-0.0319584	-0.00499686
ADG	473269ADG*	0.25070861	0.01550821	-0.06450331	0.00866177	-0.013177
VRN	473303VRN*	-0.15891536	-0.13822675	0.01667032	-0.13711197	-0.0021921
VRN	473304VRN*	-0.20052097	-0.16941879	0.00936013	-0.15428117	-0.01488308
VRN	473305VRN*	-0.17646669	-0.18918729	0.03641999	-0.12656031	-0.01663409
VRN	473308VRN*	-0.18307344	-0.15945704	0.03645354	-0.16080543	-0.0368857
VRN	473309VRN*	-0.19765688	-0.18768484	0.04434815	-0.14678869	-0.00235032
LPH	473342LPH*	-0.25366395	-0.2552849	-0.09977195	-0.14941724	-0.04612856
LPH	473343LPH*	-0.24815844	-0.2027533	-0.08411503	-0.10231558	-0.01474773
CAN	473348CAN*	0.07369599	-0.02686964	0.11625254	0.06520776	0.06837689
MLT	473352MLT*	0.06971006	-0.04137608	0.07421988	-0.01070425	0.03171707
MLT	473353MLT*	0.06840836	-0.04077553	0.05153203	-0.03207124	0.04143567
MLT	473354MLT*	0.18580222	-0.01321441	0.10844509	-0.00034002	0.03801335
CAN	473355CAN*	0.19258151	-0.01422581	0.09521954	-0.00271295	0.03464323
HDM	473365HDM*	-0.27524874	-0.23971803	-0.09331109	-0.10607702	-0.01620977
OPL	473368OPL*	-0.2401174	-0.20163263	-0.10880738	-0.15181756	-0.06794959
SPL	473375SPL*	-0.26285169	-0.24326054	-0.090347	-0.10475729	-0.07308034
BRC	473378BRC*	-0.27926413	-0.26209053	-0.04635937	-0.11823478	-0.03240197
SPL	473384SPL*	-0.25513597	-0.25376057	-0.09782417	-0.10799687	-0.06229031
SPL	473385SPL*	-0.20678974	-0.2364777	-0.07128448	-0.10010082	-0.01638821
SCR	473388SCR*	-0.25614331	-0.2866221	-0.12220813	-0.12474862	-0.04948647
SCR	473392SCR*	-0.17247247	-0.24369523	-0.1063929	-0.09354689	-0.04388166
STN	4733STN	0.25281392	0.0422088	0.05805041	0.05760422	-0.00284765
LPH	473445LPH*	0.26316111	-0.03384653	0.07075248	0.02040526	0.04148652
LPH	473451LPH*	0.17237787	-0.03560108	0.10974056	0.01739023	0.01083026
BUK	473492BUK*	0.22752996	0.00353785	0.07995234	-0.01568855	0.03727121
BUK	473493BUK*	0.1660384	0.01732086	0.14107964	-0.00380366	0.06051831
BUK	473494BUK*	0.20823671	-0.02570839	0.10046991	-0.01603636	0.0690216
MED	473496MED*	-0.05883312	-0.04030999	0.17978675	0.00966737	0.06164404
SCR	473506SCR*	-0.17487059	-0.19078662	-0.10582643	-0.10272409	-0.04022485
STN	4740STN	0.27791366	0.03472741	-0.04814016	0.06929994	0.00310297
STN	4741STN	0.18585424	-0.00989513	0.01269392	-0.01655053	-0.03966457
STN	4749STN	0.28020925	-0.01783051	0.03044847	-0.01565727	0.02596523
STN	4752STN	0.26330683	0.05407592	0.04034889	0.03068115	0.03287527
STN	4755STN	0.29968747	-0.01243652	0.04319595	0.0020822	0.06573269
STN	4758STN	0.24735152	-0.00838974	0.08820341	0.03182942	0.04694485
STN	4762STN	0.25411463	0.00706471	0.00170274	0.03055608	-0.00547267
STN	4765STN_1	0.16228437	0.03728736	-0.00237844	-0.04967723	0.02259923
STN	4765STN_2	0.34589779	0.0237115	-0.01190026	-0.03640575	-0.02673108
STN	4768STN	0.3036733	0.01973719	-0.02902298	-0.00549936	-0.02978144
STN	4770STN	0.32777634	-0.08095065	0.00238067	-0.01056021	0.03526783
STN	4775STN	0.22120552	-0.04841917	0.07570975	0.03808641	0.07701428
STN	4777STN	0.20943246	-0.00601167	-0.01860091	0.01888015	0.00262378
STN	4780STN	0.28946967	0.00495552	-0.03236936	0.027955	-0.02395805
STN	4782STN_1	0.27440785	-0.02936469	0.01509853	-0.01037546	0.02242954
STN	4782STN_2	0.2705185	-0.01728059	0.00283022	-0.01812917	-0.00305517
STN	4784STN	0.32273371	-0.03062277	0.00202925	0.02641508	0.05592219
STN	4786STN	0.31438562	0.04300471	-0.03935713	-0.02619838	0.0207986
ADG	4789ADG	0.26280189	-0.02925408	-0.08574354	0.03347494	-0.07239713
STN	4794STN_2	0.27451354	0.00340319	0.00064102	0.01759389	-0.02610579
STN	4796STN_1	0.26291504	-0.00584766	0.06635323	-0.00440062	0.07499564
STN	4796STN_2	0.28527808	-0.00463781	0.02508871	0.04547467	-0.01484303
STN	4797STN	0.27429682	0.00597749	0.03702152	0.00626986	0.08263809
DMS	47DMS	-0.25107927	0.35073966	-0.05890456	-0.10468554	0.0784165
STN	4801STN_1	0.26648565	0.00115517	0.04851536	0.02882263	0.02034445
STN	4803STN	0.27813699	0.02438315	0.03039139	-0.00718587	0.01227392
STN	4805STN_1	0.263279	-0.00902852	0.02306358	0.03028082	0.06890379
STN	4805STN_2	0.32531374	0.02695392	0.0124497	0.01151448	-0.01854557
STN	4809STN	0.30962721	-0.00476647	0.00862824	0.0096788	0.02773519
ADG	480ADG	0.36935842	-0.01224404	0.0450986	-0.00008577	0.02168926
MxC	4858MCDxCMM	0.38495718	0.01191855	-0.03849474	0.01081477	-0.02107262
STN	4875STN	0.21815987	0.02846614	-0.04347589	0.03275544	0.01441586
STN	4878STN	0.25277052	0.02606709	0.07844197	0.04428075	0.01838898
SxP	4970STxPH	0.36349819	-0.00663189	-0.00475329	0.02030277	0.06488151
STO	497995STO*	-0.28802911	0.05990343	-0.12054354	0.2857844	-0.12118784
STO	497998STO_1*	-0.27067396	0.03924723	-0.08263683	0.24154529	-0.16564389
STO	497998STO_2*	-0.26077211	0.06312467	-0.09974311	0.25290224	-0.14380414
STO	498001STO*	-0.27580126	0.06101634	-0.08850806	0.29102042	-0.12122679
VER	498010VER*	-0.28372063	-0.09746627	-0.13947486	0.0347264	0.22268702
ACG	498024ACG	-0.08916847	-0.06746465	0.3010249	0.07887644	0.11562515
SPH	498036SPH*	-0.10099521	-0.0119147	0.34952638	0.16982947	0.0340223
TRN	498043TRN	-0.12760419	-0.03774349	0.33138172	0.171345	-0.03011007
TRN	498048TRN*	-0.13524075	-0.01737789	0.39026266	0.17810442	-0.06494512
MAT	498050MAT	-0.28062375	0.05975466	-0.08964712	0.24426841	-0.08036557
VER	498061VER*	-0.32433362	-0.08821841	-0.14889872	0.09157648	0.1693119
OPL	498068OPL*	-0.1944554	-0.12498932	-0.02387127	-0.10220634	-0.03389443
HDM	498071HDM*	-0.25144592	-0.21600053	-0.02575803	-0.10430809	-0.02772401
AVL	498091AVL_1	-0.26839139	0.03121389	-0.09434058	0.27636033	-0.1242682
AVL	498091AVL_2*	-0.21729414	-0.22507656	-0.06315461	-0.15304742	-0.0208763
